case,n_records,total_designbuilder_kwh,total_model_kwh,total_difference_kwh,overall_percentage_error_pct,NMBE_pct,MAPE_pct,WMAPE_pct,CVRMSE_pct,MAE_kwh,RMSE_kwh,mean_daily_percentage_error_pct
v31_physics_uncalibrated,1825.0,8091617.112921,8212633.06072144,121015.94780043978,1.4955718506155826,1.4963917913231588,75.25362776308101,69.62874414463519,83.0790247441785,3087.1733571064547,3683.5268950399013,12.604877538510165
v31_component_seasonal,1825.0,8091617.112921,7912906.368878754,-178710.7440422466,-2.2085912067796007,-2.209802057221908,22.939692626803428,22.1615174213561,29.622485224909838,982.5891156983117,1313.390730811671,2.1246909828928984
v31_final_calibrated,1825.0,8091617.112921,8088093.573938997,-3523.538982002996,-0.04354554760600913,-0.043569421261488314,14.67346931015906,14.099042311540662,19.2963955445587,625.1180933910119,855.5564077043491,3.6952442584543985
