zone_name,Element,Adjacent condition,Area-Nett (m2),Flow path,U-Value (W/K-m2),U-Value*Area (W/K),Km (KJ/m2-K),Km*Area (KJ/K),SROut (m2-K/W),SRIn (m2-K/W),Orientation (deg E of N),Slope (deg),Heavyweight?,Embodied Carbon (kgCO2),Embodied Carbon Flag,Equivalent CO2 (kgCO2),Equivalent CO2 Flag,Cost of Surface Finish (EGP)
Ground Floor - Zone 38,Wall,Outside,2.196,Best wall,1.774,3.8959,143.164,314.3882,0.04,0.13,270.0,90.0,True,291.585,,298.041,,832.0
Ground Floor - Zone 38,Partition,Ground Floor - Zone 40,18.653,Project partition,1.639,30.5787,22.5,419.6925,0.13,0.13,270.0,90.0,True,0.0,,0.0,,7066.0
Ground Floor - Zone 38,Partition,Ground Floor - Zone 35,18.653,Project partition,1.639,30.5787,22.5,419.6925,0.13,0.13,270.0,90.0,True,50.363,,54.56,,7066.0
Ground Floor - Zone 38,Partition,Ground Floor - Zone 28,34.515,Project partition,1.639,56.582,22.5,776.5875,0.13,0.13,359.73,90.0,True,0.0,,0.0,,13074.0
Ground Floor - Zone 38,Wall,Outside,10.857,Best wall,1.774,19.2613,143.164,1554.332,0.04,0.13,360.0,90.0,True,1441.593,,1473.512,,4113.0
Ground Floor - Zone 38,Ground floor,Ground,57.743,Project ground floor,0.25,14.4321,93.96,5425.533,0.01,0.17,0.0,180.0,True,2354.301,,2376.288,,24606.0
Ground Floor - Zone 38,Glazing,Outside,0.752,SageGlass Climatop Blue No Tint,0.687,0.5166,0.0,0.0,0.061,0.293,270.0,90.0,False,38.247,**,38.247,**,0.0
Ground Floor - Zone 38,Glazing,Outside,4.462,SageGlass Climatop Blue No Tint,0.687,3.0654,0.0,0.0,0.061,0.293,360.0,90.0,False,226.937,**,226.937,**,0.0
Ground Floor - Zone 37,Infiltration,Outside,,,,48.742,,,,,,,False,0.0,,,,
Ground Floor - Zone 37,Ceiling,First floor - Zone 82,0.533,Project internal floor_Reversed,2.929,1.5611,88.2,47.0106,0.17,0.1,180.0,0.0,True,4.477,,4.477,,227.0
Ground Floor - Zone 37,Ceiling,First floor - Zone 45,1.526,Project internal floor_Reversed,2.929,4.4695,88.2,134.5932,0.17,0.1,180.0,0.0,True,12.818,,12.818,,650.0
Ground Floor - Zone 37,Ceiling,First floor - Zone 46,33.325,Project internal floor_Reversed,2.929,97.6046,88.2,2939.265,0.17,0.1,180.0,0.0,True,279.93,,279.93,,14201.0
Ground Floor - Zone 37,Ceiling,First floor - Zone 88,0.355,Project internal floor_Reversed,2.929,1.0397,88.2,31.311,0.17,0.1,180.0,0.0,True,2.982,,2.982,,151.0
Ground Floor - Zone 37,Partition,Ground Floor - Zone 83,17.957,Project partition,1.639,29.4377,22.5,404.0326,0.13,0.13,180.0,90.0,True,0.0,,0.0,,6802.0
Ground Floor - Zone 37,Partition,Ground Floor - Zone 36,40.415,Project partition,1.639,66.2541,22.5,909.3376,0.13,0.13,90.0,90.0,True,0.0,,0.0,,15309.0
Ground Floor - Zone 37,Partition,Ground Floor - Zone 48,11.968,Project partition,1.639,19.6197,22.5,269.28,0.13,0.13,180.0,90.0,True,0.0,,0.0,,4533.0
Ground Floor - Zone 37,Partition,Ground Floor - Zone 38,40.415,Project partition,1.639,66.2541,22.5,909.3376,0.13,0.13,270.0,90.0,True,0.0,,0.0,,15309.0
Ground Floor - Zone 37,Wall,Outside,9.048,Best wall,1.774,16.052,143.164,1295.348,0.04,0.13,360.0,90.0,True,1201.393,,1227.995,,3427.0
Ground Floor - Zone 37,Wall,Outside,2.95,Best wall,1.774,5.2336,143.164,422.3338,0.04,0.13,270.0,90.0,True,391.701,,400.374,,1117.0
Ground Floor - Zone 37,Wall,Outside,14.394,Best wall,1.774,25.5362,143.164,2060.703,0.04,0.13,0.0,90.0,True,1911.235,,1953.554,,5452.0
Ground Floor - Zone 37,Wall,Outside,2.95,Best wall,1.774,5.2336,143.164,422.3338,0.04,0.13,90.0,90.0,True,391.701,,400.374,,1117.0
Ground Floor - Zone 37,Ground floor,Ground,35.794,Project ground floor,0.25,8.9462,93.96,3363.204,0.01,0.17,0.0,180.0,True,1459.395,,1473.025,,15253.0
Ground Floor - Zone 37,Glazing,Outside,3.688,SageGlass Climatop Blue No Tint,0.687,2.5337,0.0,0.0,0.061,0.293,360.0,90.0,False,187.572,**,187.572,**,0.0
Ground Floor - Zone 37,Glazing,Outside,2.797,SageGlass Climatop Blue No Tint,0.687,1.9215,0.0,0.0,0.061,0.293,0.0,90.0,False,142.255,**,142.255,**,0.0
Ground Floor - Zone 36,Infiltration,Outside,,,,5.986,,,,,,,False,0.0,,,,
Ground Floor - Zone 36,Ceiling,First floor - Zone 82,1.131,Project internal floor_Reversed,2.929,3.3126,88.2,99.7542,0.17,0.1,180.0,0.0,True,9.5,,9.5,,482.0
Ground Floor - Zone 36,Ceiling,First floor - Zone 45,8.675,Project internal floor_Reversed,2.929,25.4079,88.2,765.1351,0.17,0.1,180.0,0.0,True,72.87,,72.87,,3697.0
Ground Floor - Zone 36,Roof,Outside,4.232,Best roof,0.223,0.9439,240.0,1015.68,0.04,0.1,180.0,0.0,True,687.184,*,728.446,*,1202.0
Ground Floor - Zone 36,Partition,Ground Floor - Zone 23,31.636,Project partition,1.639,51.8623,22.5,711.8101,0.13,0.13,90.0,90.0,True,85.417,,92.535,,11983.0
Ground Floor - Zone 36,Partition,Ground Floor - Zone 33,10.254,Project partition,1.639,16.8098,22.5,230.715,0.13,0.13,90.0,90.0,True,0.0,,0.0,,3884.0
Ground Floor - Zone 36,Partition,Ground Floor - Zone 83,38.093,Project partition,1.639,62.4475,22.5,857.0925,0.13,0.13,180.0,90.0,True,0.0,,0.0,,14429.0
Ground Floor - Zone 36,Partition,Ground Floor - Zone 37,40.415,Project partition,1.639,66.2541,22.5,909.3376,0.13,0.13,270.0,90.0,True,109.121,,118.214,,15309.0
Ground Floor - Zone 36,Wall,Outside,51.905,Best wall,1.774,92.0841,143.164,7430.927,0.04,0.13,0.0,90.0,True,6891.946,,7044.546,,19661.0
Ground Floor - Zone 36,Wall,Outside,25.808,Best wall,1.774,45.7857,143.164,3694.777,0.04,0.13,270.0,90.0,True,3426.786,,3502.662,,9776.0
Ground Floor - Zone 36,Wall,Outside,24.333,Best wall,1.774,43.1689,143.164,3483.61,0.04,0.13,90.0,90.0,True,3230.936,,3302.475,,9217.0
Ground Floor - Zone 36,Wall,Outside,23.213,Best wall,1.774,41.1819,143.164,3323.266,0.04,0.13,180.0,90.0,True,3082.222,,3150.468,,8793.0
Ground Floor - Zone 36,Ground floor,Ground,14.076,Project ground floor,0.25,3.5181,93.96,1322.581,0.01,0.17,0.0,180.0,True,573.908,,579.267,,5998.0
Ground Floor - Zone 36,Glazing,Outside,19.35,SageGlass Climatop Blue No Tint,0.687,13.2934,0.0,0.0,0.061,0.293,0.0,90.0,False,984.141,**,984.141,**,0.0
Ground Floor - Zone 36,Glazing,Outside,9.796,SageGlass Climatop Blue No Tint,0.687,6.7299,0.0,0.0,0.061,0.293,270.0,90.0,False,498.225,**,498.225,**,0.0
Ground Floor - Zone 36,Glazing,Outside,9.949,SageGlass Climatop Blue No Tint,0.687,6.835,0.0,0.0,0.061,0.293,180.0,90.0,False,506.006,**,506.006,**,0.0
Ground Floor - Zone 36,Glazing,Outside,9.796,SageGlass Climatop Blue No Tint,0.687,6.7299,0.0,0.0,0.061,0.293,90.0,90.0,False,498.225,**,498.225,**,0.0
Ground Floor - Zone 23,Infiltration,Outside,,,,57.798,,,,,,,False,0.0,,,,
Ground Floor - Zone 23,Ceiling,First floor - Zone 30,0.382,Project internal floor_Reversed,2.929,1.1188,88.2,33.6924,0.17,0.1,180.0,0.0,True,3.209,,3.209,,163.0
Ground Floor - Zone 23,Ceiling,First floor - Zone 36,20.055,Project internal floor_Reversed,2.929,58.7385,88.2,1768.851,0.17,0.1,180.0,0.0,True,168.462,,168.462,,8546.0
Ground Floor - Zone 23,Ceiling,First floor - Zone 41,18.798,Project internal floor_Reversed,2.929,55.0569,88.2,1657.984,0.17,0.1,180.0,0.0,True,157.903,,157.903,,8011.0
Ground Floor - Zone 23,Ceiling,First floor - Zone 42,3.106,Project internal floor_Reversed,2.929,9.0971,88.2,273.9492,0.17,0.1,180.0,0.0,True,26.09,,26.09,,1324.0
Ground Floor - Zone 23,Partition,Ground Floor - Zone 33,11.643,Project partition,1.639,19.0869,22.5,261.9675,0.13,0.13,180.0,90.0,True,0.0,,0.0,,4410.0
Ground Floor - Zone 23,Partition,Ground Floor - Zone 32,8.214,Project partition,1.639,13.4656,22.5,184.815,0.13,0.13,90.0,90.0,True,0.0,,0.0,,3111.0
Ground Floor - Zone 23,Partition,Ground Floor - Zone 36,31.636,Project partition,1.639,51.8623,22.5,711.8101,0.13,0.13,270.0,90.0,True,0.0,,0.0,,11983.0
Ground Floor - Zone 23,Wall,Outside,21.821,Best wall,1.774,38.7124,143.164,3123.981,0.04,0.13,0.0,90.0,True,2897.392,,2961.546,,8266.0
Ground Floor - Zone 23,Wall,Outside,1.46,Best wall,1.774,2.5902,143.164,209.0195,0.04,0.13,90.0,90.0,True,193.859,,198.151,,553.0
Ground Floor - Zone 23,Wall,Outside,0.575,Best wall,1.774,1.0201,143.164,82.3193,0.04,0.13,270.0,90.0,True,76.349,,78.039,,218.0
Ground Floor - Zone 23,Partition,Ground Floor - Zone 29,31.565,Project partition,1.639,51.7459,22.5,710.2126,0.13,0.13,0.0,90.0,True,85.226,,92.328,,11956.0
Ground Floor - Zone 23,Partition,Ground Floor - Zone 29,22.537,Project partition,1.639,36.9459,22.5,507.0826,0.13,0.13,90.0,90.0,True,60.85,,65.921,,8537.0
Ground Floor - Zone 23,Partition,Ground Floor - Zone 31,23.538,Project partition,1.639,38.5869,22.5,529.605,0.13,0.13,180.0,90.0,True,0.0,,0.0,,8916.0
Ground Floor - Zone 23,Partition,Ground Floor - Zone 32,26.621,Project partition,1.639,43.641,22.5,598.9725,0.13,0.13,180.0,90.0,True,0.0,,0.0,,10084.0
Ground Floor - Zone 23,Ground floor,Ground,42.353,Project ground floor,0.25,10.5856,93.96,3979.488,0.01,0.17,0.0,180.0,True,1726.819,,1742.946,,18048.0
Ground Floor - Zone 23,Glazing,Outside,8.416,SageGlass Climatop Blue No Tint,0.687,5.7818,0.0,0.0,0.061,0.293,0.0,90.0,False,428.038,**,428.038,**,0.0
Ground Floor - Zone 29,Infiltration,Outside,,,,144.595,,,,,,,False,0.0,,,,
Ground Floor - Zone 29,Ceiling,First floor - Zone 30,51.896,Project internal floor_Reversed,2.929,151.9966,88.2,4577.228,0.17,0.1,180.0,0.0,True,435.926,,435.926,,22115.0
Ground Floor - Zone 29,Ceiling,First floor - Zone 36,26.798,Project internal floor_Reversed,2.929,78.4879,88.2,2363.584,0.17,0.1,180.0,0.0,True,225.103,,225.103,,11420.0
Ground Floor - Zone 29,Ceiling,First floor - Zone 38,25.844,Project internal floor_Reversed,2.929,75.6937,88.2,2279.441,0.17,0.1,180.0,0.0,True,217.09,,217.09,,11013.0
Ground Floor - Zone 29,Partition,Ground Floor - Zone 20,28.409,Project partition,1.639,46.5721,22.5,639.2026,0.13,0.13,90.0,90.0,True,0.0,,0.0,,10761.0
Ground Floor - Zone 29,Partition,Ground Floor - Zone 24,33.538,Project partition,1.639,54.9803,22.5,754.605,0.13,0.13,90.0,90.0,True,90.553,,98.099,,12704.0
Ground Floor - Zone 29,Partition,Ground Floor - Zone 91,26.554,Project partition,1.639,43.5311,22.5,597.4651,0.13,0.13,90.0,90.0,True,0.0,,0.0,,10058.0
Ground Floor - Zone 29,Partition,Ground Floor - Zone 83,30.385,Project partition,1.639,49.8115,22.5,683.6625,0.13,0.13,180.0,90.0,True,0.0,,0.0,,11509.0
Ground Floor - Zone 29,Partition,Ground Floor - Zone 31,37.052,Project partition,1.639,60.741,22.5,833.67,0.13,0.13,270.0,90.0,True,0.0,,0.0,,14035.0
Ground Floor - Zone 29,Partition,Ground Floor - Zone 23,22.537,Project partition,1.639,36.9459,22.5,507.0826,0.13,0.13,270.0,90.0,True,0.0,,0.0,,8537.0
Ground Floor - Zone 29,Partition,Ground Floor - Zone 23,31.565,Project partition,1.639,51.7459,22.5,710.2126,0.13,0.13,180.0,90.0,True,0.0,,0.0,,11956.0
Ground Floor - Zone 29,Wall,Outside,24.418,Best wall,1.774,43.3197,143.164,3495.779,0.04,0.13,270.0,90.0,True,3242.222,,3314.011,,9249.0
Ground Floor - Zone 29,Wall,Outside,47.439,Best wall,1.774,84.161,143.164,6791.557,0.04,0.13,0.0,90.0,True,6298.95,,6438.421,,17969.0
Ground Floor - Zone 29,Wall,Outside,2.95,Best wall,1.774,5.2336,143.164,422.3338,0.04,0.13,180.0,90.0,True,391.701,,400.374,,1117.0
Ground Floor - Zone 29,Wall,Outside,2.95,Best wall,1.774,5.2336,143.164,422.3338,0.04,0.13,90.0,90.0,True,391.701,,400.374,,1117.0
Ground Floor - Zone 29,Ground floor,Ground,104.538,Project ground floor,0.25,26.1279,93.96,9822.392,0.01,0.17,0.0,180.0,True,4262.229,,4302.036,,44547.0
Ground Floor - Zone 29,Glazing,Outside,7.443,SageGlass Climatop Blue No Tint,0.687,5.1133,0.0,0.0,0.061,0.293,270.0,90.0,False,378.551,**,378.551,**,0.0
Ground Floor - Zone 29,Glazing,Outside,17.461,SageGlass Climatop Blue No Tint,0.687,11.9957,0.0,0.0,0.061,0.293,0.0,90.0,False,888.067,**,888.067,**,0.0
Ground Floor - Zone 24,Infiltration,Outside,,,,104.397,,,,,,,False,0.0,,,,
Ground Floor - Zone 24,Ceiling,First floor - Zone 92,0.614,Project internal floor_Reversed,2.929,1.7983,88.2,54.1548,0.17,0.1,180.0,0.0,True,5.158,,5.158,,262.0
Ground Floor - Zone 24,Ceiling,First floor - Zone 35,60.213,Project internal floor_Reversed,2.929,176.3561,88.2,5310.787,0.17,0.1,180.0,0.0,True,505.789,,505.789,,25659.0
Ground Floor - Zone 24,Ceiling,First floor - Zone 30,14.492,Project internal floor_Reversed,2.929,42.4452,88.2,1278.194,0.17,0.1,180.0,0.0,True,121.733,,121.733,,6176.0
Ground Floor - Zone 24,Ceiling,First floor - Zone 33,0.199,Project internal floor_Reversed,2.929,0.5828,88.2,17.5518,0.17,0.1,180.0,0.0,True,1.672,,1.672,,85.0
Ground Floor - Zone 24,Ceiling,First floor - Zone 38,0.134,Project internal floor_Reversed,2.929,0.3925,88.2,11.8188,0.17,0.1,180.0,0.0,True,1.126,,1.126,,57.0
Ground Floor - Zone 24,Partition,Ground Floor - Zone 91,62.726,Project partition,1.639,102.8295,22.5,1411.335,0.13,0.13,180.0,90.0,True,0.0,,0.0,,23760.0
Ground Floor - Zone 24,Partition,Ground Floor - Zone 91,21.535,Project partition,1.639,35.3033,22.5,484.5375,0.13,0.13,90.0,90.0,True,0.0,,0.0,,8157.0
Ground Floor - Zone 24,Partition,Ground Floor - Zone 29,33.538,Project partition,1.639,54.9803,22.5,754.605,0.13,0.13,270.0,90.0,True,0.0,,0.0,,12704.0
Ground Floor - Zone 24,Partition,Ground Floor - Zone 20,28.025,Project partition,1.639,45.9426,22.5,630.5626,0.13,0.13,0.0,90.0,True,0.0,,0.0,,10616.0
Ground Floor - Zone 24,Partition,Ground Floor - Zone 20,29.884,Project partition,1.639,48.9902,22.5,672.3901,0.13,0.13,270.0,90.0,True,0.0,,0.0,,11320.0
Ground Floor - Zone 24,Wall,Outside,23.671,Best wall,1.774,41.9945,143.164,3388.835,0.04,0.13,0.0,90.0,True,3143.035,,3212.628,,8966.0
Ground Floor - Zone 24,Wall,Outside,7.104,Best wall,1.774,12.6031,143.164,1017.037,0.04,0.13,90.0,90.0,True,943.269,,964.155,,2691.0
Ground Floor - Zone 24,Partition,Ground Floor - Zone 93,17.169,Project partition,1.639,28.1459,22.5,386.3026,0.13,0.13,90.0,90.0,True,0.0,,0.0,,6503.0
Ground Floor - Zone 24,Partition,Ground Floor - Zone 97,15.091,Project partition,1.639,24.7393,22.5,339.5475,0.13,0.13,90.0,90.0,True,0.0,,0.0,,5716.0
Ground Floor - Zone 24,Partition,Ground Floor - Zone 98,8.155,Project partition,1.639,13.3689,22.5,183.4875,0.13,0.13,90.0,90.0,True,22.019,,23.853,,3089.0
Ground Floor - Zone 24,Partition,Ground Floor - Zone 98,7.801,Project partition,1.639,12.7885,22.5,175.5225,0.13,0.13,0.0,90.0,True,21.063,,22.818,,2955.0
Ground Floor - Zone 24,Wall,Outside,6.071,Best wall,1.774,10.7705,143.164,869.1487,0.04,0.13,270.0,90.0,True,806.107,,823.956,,2300.0
Ground Floor - Zone 24,Wall,Outside,4.708,Best wall,1.774,8.3524,143.164,674.0162,0.04,0.13,180.0,90.0,True,625.128,,638.97,,1783.0
Ground Floor - Zone 24,Ground floor,Ground,75.717,Project ground floor,0.25,18.9245,93.96,7114.37,0.01,0.17,0.0,180.0,True,3087.138,,3115.97,,32266.0
Ground Floor - Zone 24,Glazing,Outside,9.955,SageGlass Climatop Blue No Tint,0.687,6.8391,0.0,0.0,0.061,0.293,0.0,90.0,False,506.311,**,506.311,**,0.0
Ground Floor - Zone 24,Glazing,Outside,3.044,SageGlass Climatop Blue No Tint,0.687,2.0912,0.0,0.0,0.061,0.293,90.0,90.0,False,154.818,**,154.818,**,0.0
Ground Floor - Zone 24,Glazing,Outside,2.602,SageGlass Climatop Blue No Tint,0.687,1.7876,0.0,0.0,0.061,0.293,270.0,90.0,False,132.338,**,132.338,**,0.0
Ground Floor - Zone 24,Glazing,Outside,2.018,SageGlass Climatop Blue No Tint,0.687,1.3864,0.0,0.0,0.061,0.293,180.0,90.0,False,102.636,**,102.636,**,0.0
Ground Floor - Zone 98,Infiltration,Outside,,,,5.107,,,,,,,False,0.0,,,,
Ground Floor - Zone 98,Ceiling,First floor - Zone 33,4.044,Project internal floor_Reversed,2.929,11.8444,88.2,356.6808,0.17,0.1,180.0,0.0,True,33.97,,33.97,,1723.0
Ground Floor - Zone 98,Partition,Ground Floor - Zone 24,7.801,Project partition,1.639,12.7885,22.5,175.5225,0.13,0.13,180.0,90.0,True,0.0,,0.0,,2955.0
Ground Floor - Zone 98,Partition,Ground Floor - Zone 91,9.569,Project partition,1.639,15.6869,22.5,215.3025,0.13,0.13,179.4,90.0,True,25.836,,27.989,,3625.0
Ground Floor - Zone 98,Partition,Ground Floor - Zone 24,8.155,Project partition,1.639,13.3689,22.5,183.4875,0.13,0.13,270.0,90.0,True,0.0,,0.0,,3089.0
Ground Floor - Zone 98,Partition,Ground Floor - Zone 97,17.369,Project partition,1.639,28.4738,22.5,390.8025,0.13,0.13,0.0,90.0,True,46.896,,50.804,,6579.0
Ground Floor - Zone 98,Partition,Ground Floor - Zone 95,8.055,Project partition,1.639,13.2049,22.5,181.2375,0.13,0.13,90.0,90.0,True,21.749,,23.561,,3051.0
Ground Floor - Zone 98,Ground floor,Ground,4.044,Project ground floor,0.25,1.0107,93.96,379.9743,0.01,0.17,0.0,180.0,True,164.882,,166.422,,1723.0
Ground Floor - Zone 95,Infiltration,Outside,,,,7.028,,,,,,,False,0.0,,,,
Ground Floor - Zone 95,Ceiling,First floor - Zone 33,5.403,Project internal floor_Reversed,2.929,15.8247,88.2,476.5446,0.17,0.1,180.0,0.0,True,45.385,,45.385,,2302.0
Ground Floor - Zone 95,Partition,Ground Floor - Zone 98,8.055,Project partition,1.639,13.2049,22.5,181.2375,0.13,0.13,270.0,90.0,True,0.0,,0.0,,3051.0
Ground Floor - Zone 95,Partition,Ground Floor - Zone 91,16.405,Project partition,1.639,26.8934,22.5,369.1125,0.13,0.13,179.4,90.0,True,0.0,,0.0,,6214.0
Ground Floor - Zone 95,Partition,Ground Floor - Zone 97,3.505,Project partition,1.639,5.7459,22.5,78.8625,0.13,0.13,270.0,90.0,True,0.0,,0.0,,1328.0
Ground Floor - Zone 95,Partition,Ground Floor - Zone 99,16.404,Project partition,1.639,26.8918,22.5,369.09,0.13,0.13,0.0,90.0,True,0.0,,0.0,,6214.0
Ground Floor - Zone 95,Partition,Ground Floor - Zone 96,3.505,Project partition,1.639,5.7459,22.5,78.8625,0.13,0.13,90.0,90.0,True,0.0,,0.0,,1328.0
Ground Floor - Zone 95,Partition,Ground Floor - Zone 90,7.884,Project partition,1.639,12.9246,22.5,177.39,0.13,0.13,90.0,90.0,True,21.287,,23.061,,2986.0
Ground Floor - Zone 95,Ground floor,Ground,5.407,Project ground floor,0.25,1.3514,93.96,508.0417,0.01,0.17,0.0,180.0,True,220.455,,222.513,,2304.0
First floor - Zone 2,Infiltration,Outside,,,,61.021,,,,,,,False,0.0,,,,
First floor - Zone 2,Floor,Ground Floor - Zone 1,49.839,Project internal floor,2.929,145.972,88.2,4395.8,0.1,0.17,0.0,180.0,True,0.0,,0.0,,21238.0
First floor - Zone 2,Floor,Outside,0.816,Project external floor,0.246,0.2009,6.294,5.1359,0.1,0.17,0.0,180.0,True,7.681,,7.962,,348.0
First floor - Zone 2,Ceiling,2nd Floor plan - Zone 11,50.652,Project internal floor_Reversed,2.929,148.3531,88.2,4467.507,0.17,0.1,180.0,0.0,True,425.477,,425.477,,21585.0
First floor - Zone 2,Partition,First floor - Zone 5,36.788,Project partition,1.639,60.3082,22.5,827.73,0.13,0.13,269.92,90.0,True,99.328,,107.605,,13935.0
First floor - Zone 2,Wall,Outside,33.389,Best wall,1.774,59.235,143.164,4780.103,0.04,0.13,180.0,90.0,True,4433.392,,4531.555,,12647.0
First floor - Zone 2,Wall,Outside,3.379,Best wall,1.774,5.9946,143.164,483.7512,0.04,0.13,270.0,90.0,True,448.664,,458.598,,1280.0
First floor - Zone 2,Wall,Outside,32.196,Best wall,1.774,57.1186,143.164,4609.308,0.04,0.13,90.0,90.0,True,4274.985,,4369.641,,12195.0
First floor - Zone 2,Wall,Outside,3.379,Best wall,1.774,5.9946,143.164,483.7512,0.04,0.13,0.0,90.0,True,448.664,,458.598,,1280.0
First floor - Zone 2,Partition,First floor - Zone 14,38.15,Project partition,1.639,62.541,22.5,858.3751,0.13,0.13,359.75,90.0,True,103.005,,111.589,,14451.0
First floor - Zone 2,Glazing,Outside,8.086,SageGlass Climatop Blue No Tint,0.687,5.5551,0.0,0.0,0.061,0.293,180.0,90.0,False,411.254,**,411.254,**,0.0
First floor - Zone 2,Glazing,Outside,8.134,SageGlass Climatop Blue No Tint,0.687,5.5881,0.0,0.0,0.061,0.293,90.0,90.0,False,413.695,**,413.695,**,0.0
First floor - Zone 5,Infiltration,Outside,,,,38.86,,,,,,,False,0.0,,,,
First floor - Zone 5,Floor,Ground Floor - Zone 1,23.286,Project internal floor,2.929,68.2017,88.2,2053.825,0.1,0.17,0.0,180.0,True,0.0,,0.0,,9923.0
First floor - Zone 5,Floor,Ground Floor - Zone 2,8.091,Project internal floor,2.929,23.6975,88.2,713.6262,0.1,0.17,0.0,180.0,True,0.0,,0.0,,3448.0
First floor - Zone 5,Floor,Outside,0.228,Project external floor,0.246,0.0561,6.294,1.435,0.1,0.17,0.0,180.0,True,2.146,,2.225,,97.0
First floor - Zone 5,Ceiling,2nd Floor plan - Zone 13,31.608,Project internal floor_Reversed,2.929,92.5757,88.2,2787.826,0.17,0.1,180.0,0.0,True,265.507,,265.507,,13469.0
First floor - Zone 5,Partition,First floor - Zone 4,39.513,Project partition,1.639,64.7754,22.5,889.0426,0.13,0.13,270.0,90.0,True,106.685,,115.576,,14967.0
First floor - Zone 5,Wall,Outside,20.417,Best wall,1.774,36.2216,143.164,2922.979,0.04,0.13,180.0,90.0,True,2710.969,,2770.995,,7734.0
First floor - Zone 5,Wall,Outside,3.379,Best wall,1.774,5.9946,143.164,483.7512,0.04,0.13,90.0,90.0,True,448.664,,458.598,,1280.0
First floor - Zone 5,Wall,Outside,0.654,Best wall,1.774,1.1603,143.164,93.6293,0.04,0.13,270.0,90.0,True,86.838,,88.761,,248.0
First floor - Zone 5,Partition,First floor - Zone 2,36.788,Project partition,1.639,60.3082,22.5,827.73,0.13,0.13,89.92,90.0,True,0.0,,0.0,,13935.0
First floor - Zone 5,Partition,First floor - Zone 92,24.804,Project partition,1.639,40.6623,22.5,558.0901,0.13,0.13,0.0,90.0,True,66.971,,72.552,,9395.0
First floor - Zone 5,Glazing,Outside,4.442,SageGlass Climatop Blue No Tint,0.687,3.0517,0.0,0.0,0.061,0.293,180.0,90.0,False,225.92,**,225.92,**,0.0
First floor - Zone 4,Infiltration,Outside,,,,37.031,,,,,,,False,0.0,,,,
First floor - Zone 4,Floor,Ground Floor - Zone 2,30.14,Project internal floor,2.929,88.2761,88.2,2658.348,0.1,0.17,0.0,180.0,True,0.0,,0.0,,12844.0
First floor - Zone 4,Floor,Outside,0.228,Project external floor,0.246,0.0561,6.294,1.435,0.1,0.17,0.0,180.0,True,2.146,,2.225,,97.0
First floor - Zone 4,Ceiling,2nd Floor plan - Zone 16,22.11,Project internal floor_Reversed,2.929,64.7573,88.2,1950.102,0.17,0.1,180.0,0.0,True,185.724,,185.724,,9422.0
First floor - Zone 4,Ceiling,2nd Floor plan - Zone 14,8.209,Project internal floor_Reversed,2.929,24.0431,88.2,724.0338,0.17,0.1,180.0,0.0,True,68.956,,68.956,,3498.0
First floor - Zone 4,Partition,First floor - Zone 3,39.513,Project partition,1.639,64.7754,22.5,889.0426,0.13,0.13,270.0,90.0,True,0.0,,0.0,,14967.0
First floor - Zone 4,Wall,Outside,20.567,Best wall,1.774,36.4877,143.164,2944.454,0.04,0.13,180.0,90.0,True,2730.886,,2791.353,,7791.0
First floor - Zone 4,Wall,Outside,3.379,Best wall,1.774,5.9946,143.164,483.7512,0.04,0.13,90.0,90.0,True,448.664,,458.598,,1280.0
