number_of_zones,floor_area_m2,volume_m3,external_area_m2,area_weighted_u_value_w_m2k,external_surface_area_per_volume_m_inv,activity_type,zone_count_extracted,heated_zone_fraction,cooled_zone_fraction,heating_setpoint_c_median,cooling_setpoint_c_median,ua_wall_w_k,ua_glazing_w_k,ua_roof_w_k,ua_ground_floor_w_k,ua_external_floor_w_k,ua_infiltration_w_k,ua_envelope_no_infiltration_w_k,ua_total_with_infiltration_w_k,thermal_mass_km_area_kj_k_total,exact_hourly_schedule_found,schedule_note
312,17948.18,97074.29,30155.8,1.137,0.311,Generic Office Area,312,1.0,1.0,22.0,24.0,22789.1937,2748.1199,1484.3643,1580.0067,82.1291,24495.564,28683.8137,53179.3777,7205949.818399999,False,The DesignBuilder building report does not contain the full hourly operational schedules. A transparent activity-based proxy schedule is generated.
