Keyword,Name,Layers,UValue (W/m2K),Trans Light (VT),Trans Total (SHGC),Trans Direct Solar,Cost per surface area (EGP/m2),,,,,,,,,,,
GLAZING ,Project internal glazing,3,2.178,0.738,0.682,0.595,1609.85,,,,,,,,,,,
GLAZING ,SageGlass Climatop Blue No Tint,3,0.687,0.357,0.248,0.192,946.97,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Building Data,,,,,,,,,,,,,,,,,,
Building number of zones:,312,,,,,,,,,,,,,,,,,
Building heated/cooled floor area (m2),17948.18,,,,,,,,,,,,,,,,,
Building volume (m3),97074.29,,,,,,,,,,,,,,,,,
Building external area (m2),30155.8,,,,,,,,,,,,,,,,,
Building area-weighted average U-value (W/m2K),1.137,,,,,,,,,,,,,,,,,
Building external surface area/Volume (m-1),0.311,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Activity Area Summary,,,,,,,,,,,,,,,,,,
Activity,Area (m2),,,,,,,,,,,,,,,,,
Generic Office Area,17948.18,,,,,,,,,,,,,,,,,
Total,17948.18,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Element,Adjacent condition,Area-Nett (m2),Flow path,U-Value (W/K-m2),U-Value*Area (W/K),Km (KJ/m2-K),Km*Area (KJ/K),SROut (m2-K/W),SRIn (m2-K/W),Orientation (deg E of N),Slope (deg),Heavyweight?,Embodied Carbon (kgCO2),Embodied Carbon Flag,Equivalent CO2 (kgCO2),Equivalent CO2 Flag,Cost of Surface Finish (EGP)
,Infiltration,Outside,N/A,N/A,N/A,25.848,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,0,,,,
,Ceiling,First floor - Zone 42,0.448,Project internal floor_Reversed,2.929,1.3121,88.2,39.5136,0.17,0.1,180,0,TRUE,3.763,,3.763,,191
,Ceiling,First floor - Zone 43,9.545,Project internal floor_Reversed,2.929,27.9561,88.2,841.8691,0.17,0.1,180,0,TRUE,80.178,,80.178,,"4,067"
,Ceiling,First floor - Zone 39,8.788,Project internal floor_Reversed,2.929,25.7389,88.2,775.1016,0.17,0.1,180,0,TRUE,73.819,,73.819,,"3,745"
,Partition,Ground Floor - Zone 83,27.851,Project partition,1.639,45.6574,22.5,626.6475,0.13,0.13,180,90,TRUE,75.198,,81.464,,"10,550"
,Partition,Ground Floor - Zone 30,19.618,Project partition,1.639,32.1607,22.5,441.405,0.13,0.13,90,90,TRUE,52.969,,57.383,,"7,431"
,Partition,Ground Floor - Zone 83,18.584,Project partition,1.639,30.4656,22.5,418.14,0.13,0.13,270,90,TRUE,50.177,,54.358,,"7,039"
,Partition,Ground Floor - Zone 36,10.254,Project partition,1.639,16.8098,22.5,230.715,0.13,0.13,270,90,TRUE,27.686,,29.993,,"3,884"
,Partition,Ground Floor - Zone 23,11.643,Project partition,1.639,19.0869,22.5,261.9675,0.13,0.13,0,90,TRUE,31.436,,34.056,,"4,410"
,Partition,Ground Floor - Zone 32,9.221,Project partition,1.639,15.1164,22.5,207.4725,0.13,0.13,90,90,TRUE,0,,0,,"3,493"
,Partition,Ground Floor - Zone 32,16.208,Project partition,1.639,26.5705,22.5,364.68,0.13,0.13,0,90,TRUE,0,,0,,"6,139"
,Ground floor,Ground,18.78,Project ground floor,0.25,4.6938,93.96,1764.569,0.01,0.17,0,180,TRUE,765.699,,772.85,,"8,003"
,,,,,,,,,,,,,,1160.9,,1187.9,,6225.4
Zone,Activity,Floor area (m2),Volume (m3),Heated?,Heating SetPoint Temperature (C),Cooled?,Cooling SetPoint Temperature (C),,,,,,,,,,,
Ground Floor - Zone 30,Generic Office Area,5.128,0.01,TRUE,22,TRUE,24,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Element,Adjacent condition,Area-Nett (m2),Flow path,U-Value (W/K-m2),U-Value*Area (W/K),Km (KJ/m2-K),Km*Area (KJ/K),SROut (m2-K/W),SRIn (m2-K/W),Orientation (deg E of N),Slope (deg),Heavyweight?,Embodied Carbon (kgCO2),Embodied Carbon Flag,Equivalent CO2 (kgCO2),Equivalent CO2 Flag,Cost of Surface Finish (EGP)
,Infiltration,Outside,N/A,N/A,N/A,0.003,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,0,,,,
,Ceiling,First floor - Zone 38,1.037,Project internal floor_Reversed,2.929,3.0372,88.2,91.4634,0.17,0.1,180,0,TRUE,8.711,,8.711,,442
,Ceiling,First floor - Zone 43,0.512,Project internal floor_Reversed,2.929,1.4996,88.2,45.1584,0.17,0.1,180,0,TRUE,4.301,,4.301,,218
,Partition,Ground Floor - Zone 83,10.414,Project partition,1.639,17.0721,22.5,234.315,0.13,0.13,180,90,TRUE,0,,0,,"3,945"
,Partition,Ground Floor - Zone 31,19.618,Project partition,1.639,32.1607,22.5,441.405,0.13,0.13,90,90,TRUE,0,,0,,"7,431"
,Partition,Ground Floor - Zone 33,19.618,Project partition,1.639,32.1607,22.5,441.405,0.13,0.13,270,90,TRUE,0,,0,,"7,431"
,Partition,Ground Floor - Zone 32,10.414,Project partition,1.639,17.0721,22.5,234.315,0.13,0.13,0,90,TRUE,0,,0,,"3,945"
,Wall,Outside,11.151,Best wall,1.774,19.7829,143.164,1596.422,0.04,0.13,270,90,TRUE,1480.63,,1513.414,,"4,224"
,Wall,Outside,6.608,Best wall,1.774,11.7232,143.164,946.0277,0.04,0.13,180,90,TRUE,877.41,,896.838,,"2,503"
,Wall,Outside,11.151,Best wall,1.774,19.7829,143.164,1596.422,0.04,0.13,90,90,TRUE,1480.63,,1513.414,,"4,224"
,Wall,Outside,6.608,Best wall,1.774,11.7232,143.164,946.0277,0.04,0.13,0,90,TRUE,877.41,,896.838,,"2,503"
,Ground floor,Ground,1.549,Project ground floor,0.25,0.3872,93.96,145.5441,0.01,0.17,0,180,TRUE,63.156,,63.746,,660
,Glazing,Outside,4.779,SageGlass Climatop Blue No Tint,0.687,3.2832,0,0,0.061,0.293,270,90,FALSE,243.06,**,243.06,**,0
,Glazing,Outside,2.832,SageGlass Climatop Blue No Tint,0.687,1.9456,0,0,0.061,0.293,180,90,FALSE,144.036,**,144.036,**,0
,Glazing,Outside,4.779,SageGlass Climatop Blue No Tint,0.687,3.2832,0,0,0.061,0.293,90,90,FALSE,243.06,**,243.06,**,0
,Glazing,Outside,2.832,SageGlass Climatop Blue No Tint,0.687,1.9456,0,0,0.061,0.293,0,90,FALSE,144.036,**,144.036,**,0
,,,,,,,,,,,,,,5566.4,,5671.5,,3962.7
Zone,Activity,Floor area (m2),Volume (m3),Heated?,Heating SetPoint Temperature (C),Cooled?,Cooling SetPoint Temperature (C),,,,,,,,,,,
Ground Floor - Zone 40,Generic Office Area,14.659,78.781,TRUE,22,TRUE,24,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Element,Adjacent condition,Area-Nett (m2),Flow path,U-Value (W/K-m2),U-Value*Area (W/K),Km (KJ/m2-K),Km*Area (KJ/K),SROut (m2-K/W),SRIn (m2-K/W),Orientation (deg E of N),Slope (deg),Heavyweight?,Embodied Carbon (kgCO2),Embodied Carbon Flag,Equivalent CO2 (kgCO2),Equivalent CO2 Flag,Cost of Surface Finish (EGP)
,Infiltration,Outside,N/A,N/A,N/A,19.879,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,0,,,,
,Ceiling,First floor - Zone 95,0.79,Project internal floor_Reversed,2.929,2.3138,88.2,69.678,0.17,0.1,180,0,TRUE,6.636,,6.636,,337
,Ceiling,First floor - Zone 50,14.699,Project internal floor_Reversed,2.929,43.0515,88.2,1296.452,0.17,0.1,180,0,TRUE,123.472,,123.472,,"6,264"
,Partition,Ground Floor - Zone 44,1.475,Project partition,1.639,2.418,22.5,33.1875,0.13,0.13,180,90,TRUE,3.983,,4.314,,559
,Wall,Outside,19.205,Best wall,1.774,34.0714,143.164,2749.465,0.04,0.13,180,90,TRUE,2550.04,,2606.503,,"7,275"
,Partition,Ground Floor - Zone 38,18.653,Project partition,1.639,30.5787,22.5,419.6925,0.13,0.13,90,90,TRUE,50.363,,54.56,,"7,066"
,Partition,Ground Floor - Zone 83,18.648,Project partition,1.639,30.5705,22.5,419.58,0.13,0.13,270,90,TRUE,50.35,,54.545,,"7,064"
,Partition,Ground Floor - Zone 35,28.91,Project partition,1.639,47.3934,22.5,650.475,0.13,0.13,0,90,TRUE,78.057,,84.562,,"10,951"
,Ground floor,Ground,15.49,Project ground floor,0.25,3.8715,93.96,1455.44,0.01,0.17,0,180,TRUE,631.559,,637.458,,"6,601"
,Glazing,Outside,8.231,SageGlass Climatop Blue No Tint,0.687,5.6547,0,0,0.061,0.293,180,90,FALSE,418.629,**,418.629,**,0
,,,,,,,,,,,,,,3913.1,,3990.7,,4869.7
Zone,Activity,Floor area (m2),Volume (m3),Heated?,Heating SetPoint Temperature (C),Cooled?,Cooling SetPoint Temperature (C),,,,,,,,,,,
Ground Floor - Zone 48,Generic Office Area,8.326,49.124,TRUE,22,TRUE,24,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Element,Adjacent condition,Area-Nett (m2),Flow path,U-Value (W/K-m2),U-Value*Area (W/K),Km (KJ/m2-K),Km*Area (KJ/K),SROut (m2-K/W),SRIn (m2-K/W),Orientation (deg E of N),Slope (deg),Heavyweight?,Embodied Carbon (kgCO2),Embodied Carbon Flag,Equivalent CO2 (kgCO2),Equivalent CO2 Flag,Cost of Surface Finish (EGP)
,Infiltration,Outside,N/A,N/A,N/A,12.396,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,0,,,,
,Ceiling,First floor - Zone 88,9.501,Project internal floor_Reversed,2.929,27.8272,88.2,837.9883,0.17,0.1,180,0,TRUE,79.808,,79.808,,"4,049"
,Partition,Ground Floor - Zone 47,11.692,Project partition,1.639,19.1672,22.5,263.07,0.13,0.13,270.03,90,TRUE,31.568,,34.199,,"4,429"
,Partition,Ground Floor - Zone 41,14.742,Project partition,1.639,24.1672,22.5,331.695,0.13,0.13,180,90,TRUE,39.803,,43.12,,"5,584"
,Partition,Ground Floor - Zone 38,23.417,Project partition,1.639,38.3885,22.5,526.8826,0.13,0.13,0,90,TRUE,63.226,,68.495,,"8,870"
,Partition,Ground Floor - Zone 37,11.968,Project partition,1.639,19.6197,22.5,269.28,0.13,0.13,0,90,TRUE,32.314,,35.006,,"4,533"
,Partition,Ground Floor - Zone 83,7.67,Project partition,1.639,12.5738,22.5,172.575,0.13,0.13,90,90,TRUE,20.709,,22.435,,"2,905"
,Partition,Ground Floor - Zone 39,20.65,Project partition,1.639,33.8525,22.5,464.625,0.13,0.13,180,90,TRUE,55.755,,60.401,,"7,822"
,Partition,Ground Floor - Zone 39,4.022,Project partition,1.639,6.5934,22.5,90.495,0.13,0.13,90,90,TRUE,10.859,,11.764,,"1,523"
,Ground floor,Ground,9.501,Project ground floor,0.25,2.3746,93.96,892.7141,0.01,0.17,0,180,TRUE,387.375,,390.993,,"4,049"
,,,,,,,,,,,,,,721.4,,746.2,,4621.5
Zone,Activity,Floor area (m2),Volume (m3),Heated?,Heating SetPoint Temperature (C),Cooled?,Cooling SetPoint Temperature (C),,,,,,,,,,,
Ground Floor - Zone 39,Generic Office Area,4.355,25.695,TRUE,22,TRUE,24,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Element,Adjacent condition,Area-Nett (m2),Flow path,U-Value (W/K-m2),U-Value*Area (W/K),Km (KJ/m2-K),Km*Area (KJ/K),SROut (m2-K/W),SRIn (m2-K/W),Orientation (deg E of N),Slope (deg),Heavyweight?,Embodied Carbon (kgCO2),Embodied Carbon Flag,Equivalent CO2 (kgCO2),Equivalent CO2 Flag,Cost of Surface Finish (EGP)
,Infiltration,Outside,N/A,N/A,N/A,6.484,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,0,,,,
,Ceiling,First floor - Zone 87,0.065,Project internal floor_Reversed,2.929,0.1904,88.2,5.733,0.17,0.1,180,0,TRUE,0.546,,0.546,,28
,Ceiling,First floor - Zone 88,5.01,Project internal floor_Reversed,2.929,14.6736,88.2,441.882,0.17,0.1,180,0,TRUE,42.084,,42.084,,"2,135"
,Partition,Ground Floor - Zone 42,20.65,Project partition,1.639,33.8525,22.5,464.625,0.13,0.13,180,90,TRUE,0,,0,,"7,822"
,Partition,Ground Floor - Zone 83,8.555,Project partition,1.639,14.0246,22.5,192.4875,0.13,0.13,90,90,TRUE,23.099,,25.023,,"3,241"
,Partition,Ground Floor - Zone 41,4.533,Project partition,1.639,7.4311,22.5,101.9925,0.13,0.13,270,90,TRUE,12.239,,13.259,,"1,717"
,Partition,Ground Floor - Zone 48,4.022,Project partition,1.639,6.5934,22.5,90.495,0.13,0.13,270,90,TRUE,0,,0,,"1,523"
,Partition,Ground Floor - Zone 48,20.65,Project partition,1.639,33.8525,22.5,464.625,0.13,0.13,0,90,TRUE,0,,0,,"7,822"
,Ground floor,Ground,5.075,Project ground floor,0.25,1.2684,93.96,476.847,0.01,0.17,0,180,TRUE,206.918,,208.851,,"2,163"
,,,,,,,,,,,,,,284.9,,289.8,,2793.1
Zone,Activity,Floor area (m2),Volume (m3),Heated?,Heating SetPoint Temperature (C),Cooled?,Cooling SetPoint Temperature (C),,,,,,,,,,,
Ground Floor - Zone 41,Generic Office Area,4.378,25.827,TRUE,22,TRUE,24,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Element,Adjacent condition,Area-Nett (m2),Flow path,U-Value (W/K-m2),U-Value*Area (W/K),Km (KJ/m2-K),Km*Area (KJ/K),SROut (m2-K/W),SRIn (m2-K/W),Orientation (deg E of N),Slope (deg),Heavyweight?,Embodied Carbon (kgCO2),Embodied Carbon Flag,Equivalent CO2 (kgCO2),Equivalent CO2 Flag,Cost of Surface Finish (EGP)
,Infiltration,Outside,N/A,N/A,N/A,6.517,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,0,,,,
,Ceiling,First floor - Zone 86,5.544,Project internal floor_Reversed,2.929,16.2377,88.2,488.9808,0.17,0.1,180,0,TRUE,46.57,,46.57,,"2,363"
,Partition,Ground Floor - Zone 39,4.533,Project partition,1.639,7.4311,22.5,101.9925,0.13,0.13,90,90,TRUE,0,,0,,"1,717"
,Partition,Ground Floor - Zone 42,8.555,Project partition,1.639,14.0246,22.5,192.4875,0.13,0.13,90,90,TRUE,23.099,,25.023,,"3,241"
,Wall,Outside,10.591,Best wall,1.774,18.7894,143.164,1516.25,0.04,0.13,180,90,TRUE,1406.273,,1437.411,,"4,012"
,Partition,Ground Floor - Zone 46,13.088,Project partition,1.639,21.4557,22.5,294.48,0.13,0.13,270.03,90,TRUE,35.338,,38.282,,"4,958"
,Partition,Ground Floor - Zone 48,14.742,Project partition,1.639,24.1672,22.5,331.695,0.13,0.13,360,90,TRUE,0,,0,,"5,584"
,Ground floor,Ground,5.544,Project ground floor,0.25,1.3856,93.96,520.9143,0.01,0.17,0,180,TRUE,226.04,,228.151,,"2,363"
,Glazing,Outside,4.159,SageGlass Climatop Blue No Tint,0.687,2.8572,0,0,0.061,0.293,180,90,FALSE,211.527,**,211.527,**,0
,,,,,,,,,,,,,,1948.8,,1987,,2559.3
Zone,Activity,Floor area (m2),Volume (m3),Heated?,Heating SetPoint Temperature (C),Cooled?,Cooling SetPoint Temperature (C),,,,,,,,,,,
Ground Floor - Zone 42,Generic Office Area,7.35,43.362,TRUE,22,TRUE,24,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Element,Adjacent condition,Area-Nett (m2),Flow path,U-Value (W/K-m2),U-Value*Area (W/K),Km (KJ/m2-K),Km*Area (KJ/K),SROut (m2-K/W),SRIn (m2-K/W),Orientation (deg E of N),Slope (deg),Heavyweight?,Embodied Carbon (kgCO2),Embodied Carbon Flag,Equivalent CO2 (kgCO2),Equivalent CO2 Flag,Cost of Surface Finish (EGP)
,Infiltration,Outside,N/A,N/A,N/A,10.942,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,0,,,,
,Ceiling,First floor - Zone 87,8.369,Project internal floor_Reversed,2.929,24.5117,88.2,738.1459,0.17,0.1,180,0,TRUE,70.3,,70.3,,"3,566"
,Partition,Ground Floor - Zone 43,20.65,Project partition,1.639,33.8525,22.5,464.625,0.13,0.13,180,90,TRUE,55.755,,60.401,,"7,822"
,Partition,Ground Floor - Zone 83,14.15,Project partition,1.639,23.1967,22.5,318.375,0.13,0.13,90,90,TRUE,38.205,,41.389,,"5,360"
,Wall,Outside,4.049,Best wall,1.774,7.1833,143.164,579.671,0.04,0.13,270,90,TRUE,537.626,,549.53,,"1,534"
,Partition,Ground Floor - Zone 41,8.555,Project partition,1.639,14.0246,22.5,192.4875,0.13,0.13,270,90,TRUE,0,,0,,"3,241"
,Partition,Ground Floor - Zone 39,20.65,Project partition,1.639,33.8525,22.5,464.625,0.13,0.13,0,90,TRUE,55.755,,60.401,,"7,822"
,Ground floor,Ground,8.394,Project ground floor,0.25,2.098,93.96,788.7003,0.01,0.17,0,180,TRUE,342.241,,345.437,,"3,577"
,Glazing,Outside,1.546,SageGlass Climatop Blue No Tint,0.687,1.0621,0,0,0.061,0.293,270,90,FALSE,78.63,**,78.63,**,0
,,,,,,,,,,,,,,1178.5,,1206.1,,3476.5
Zone,Activity,Floor area (m2),Volume (m3),Heated?,Heating SetPoint Temperature (C),Cooled?,Cooling SetPoint Temperature (C),,,,,,,,,,,
Ground Floor - Zone 43,Generic Office Area,9.017,53.202,TRUE,22,TRUE,24,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Element,Adjacent condition,Area-Nett (m2),Flow path,U-Value (W/K-m2),U-Value*Area (W/K),Km (KJ/m2-K),Km*Area (KJ/K),SROut (m2-K/W),SRIn (m2-K/W),Orientation (deg E of N),Slope (deg),Heavyweight?,Embodied Carbon (kgCO2),Embodied Carbon Flag,Equivalent CO2 (kgCO2),Equivalent CO2 Flag,Cost of Surface Finish (EGP)
,Infiltration,Outside,N/A,N/A,N/A,13.425,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,0,,,,
,Ceiling,First floor - Zone 82,0.875,Project internal floor_Reversed,2.929,2.5628,88.2,77.175,0.17,0.1,180,0,TRUE,7.35,,7.35,,373
,Ceiling,First floor - Zone 84,9.631,Project internal floor_Reversed,2.929,28.2079,88.2,849.4542,0.17,0.1,180,0,TRUE,80.9,,80.9,,"4,104"
,Partition,Ground Floor - Zone 83,20.65,Project partition,1.639,33.8525,22.5,464.625,0.13,0.13,180,90,TRUE,0,,0,,"7,822"
,Partition,Ground Floor - Zone 83,17.71,Project partition,1.639,29.0328,22.5,398.475,0.13,0.13,90,90,TRUE,47.817,,51.802,,"6,708"
,Partition,Ground Floor - Zone 45,1.475,Project partition,1.639,2.418,22.5,33.1875,0.13,0.13,270,90,TRUE,3.983,,4.314,,559
,Wall,Outside,11.497,Best wall,1.774,20.3967,143.164,1645.957,0.04,0.13,270,90,TRUE,1526.572,,1560.373,,"4,355"
,Partition,Ground Floor - Zone 42,20.65,Project partition,1.639,33.8525,22.5,464.625,0.13,0.13,0,90,TRUE,0,,0,,"7,822"
,Ground floor,Ground,10.506,Project ground floor,0.25,2.6258,93.96,987.1438,0.01,0.17,0,180,TRUE,428.351,,432.352,,"4,477"
,Glazing,Outside,4.738,SageGlass Climatop Blue No Tint,0.687,3.255,0,0,0.061,0.293,270,90,FALSE,240.975,**,240.975,**,0
,,,,,,,,,,,,,,2335.9,,2378.1,,3824.8
Zone,Activity,Floor area (m2),Volume (m3),Heated?,Heating SetPoint Temperature (C),Cooled?,Cooling SetPoint Temperature (C),,,,,,,,,,,
Ground Floor - Zone 45,Generic Office Area,13.007,62.137,TRUE,22,TRUE,24,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Element,Adjacent condition,Area-Nett (m2),Flow path,U-Value (W/K-m2),U-Value*Area (W/K),Km (KJ/m2-K),Km*Area (KJ/K),SROut (m2-K/W),SRIn (m2-K/W),Orientation (deg E of N),Slope (deg),Heavyweight?,Embodied Carbon (kgCO2),Embodied Carbon Flag,Equivalent CO2 (kgCO2),Equivalent CO2 Flag,Cost of Surface Finish (EGP)
,Infiltration,Outside,N/A,N/A,N/A,15.68,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,0,,,,
,Ceiling,First floor - Zone 82,1.656,Project internal floor_Reversed,2.929,4.8502,88.2,146.0592,0.17,0.1,180,0,TRUE,13.91,,13.91,,706
,Ceiling,First floor - Zone 72,11.351,Project internal floor_Reversed,2.929,33.2456,88.2,1001.158,0.17,0.1,180,0,TRUE,95.348,,95.348,,"4,837"
,Partition,Ground Floor - Zone 83,39.088,Project partition,1.639,64.0787,22.5,879.4801,0.13,0.13,180,90,TRUE,105.538,,114.332,,"14,806"
,Partition,Ground Floor - Zone 43,1.475,Project partition,1.639,2.418,22.5,33.1875,0.13,0.13,90,90,TRUE,0,,0,,559
,Partition,Ground Floor - Zone 44,17.71,Project partition,1.639,29.0328,22.5,398.475,0.13,0.13,270,90,TRUE,47.817,,51.802,,"6,708"
,Partition,Ground Floor - Zone 46,24.338,Project partition,1.639,39.8984,22.5,547.605,0.13,0.13,0,90,TRUE,65.713,,71.189,,"9,219"
,Wall,Outside,11.497,Best wall,1.774,20.3967,143.164,1645.957,0.04,0.13,90,90,TRUE,1526.572,,1560.373,,"4,355"
,Wall,Outside,10.458,Best wall,1.774,18.5534,143.164,1497.209,0.04,0.13,0,90,TRUE,1388.613,,1419.36,,"3,961"
,Ground floor,Ground,13.007,Project ground floor,0.25,3.2509,93.96,1222.138,0.01,0.17,0,180,TRUE,530.322,,535.275,,"5,543"
,Glazing,Outside,4.738,SageGlass Climatop Blue No Tint,0.687,3.255,0,0,0.061,0.293,90,90,FALSE,240.975,**,240.975,**,0
,Glazing,Outside,4.292,SageGlass Climatop Blue No Tint,0.687,2.9486,0,0,0.061,0.293,0,90,FALSE,218.291,**,218.291,**,0
,,,,,,,,,,,,,,4233.1,,4320.9,,5353.3
Zone,Activity,Floor area (m2),Volume (m3),Heated?,Heating SetPoint Temperature (C),Cooled?,Cooling SetPoint Temperature (C),,,,,,,,,,,
Ground Floor - Zone 44,Generic Office Area,26.866,137.036,TRUE,22,TRUE,24,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Element,Adjacent condition,Area-Nett (m2),Flow path,U-Value (W/K-m2),U-Value*Area (W/K),Km (KJ/m2-K),Km*Area (KJ/K),SROut (m2-K/W),SRIn (m2-K/W),Orientation (deg E of N),Slope (deg),Heavyweight?,Embodied Carbon (kgCO2),Embodied Carbon Flag,Equivalent CO2 (kgCO2),Equivalent CO2 Flag,Cost of Surface Finish (EGP)
,Infiltration,Outside,N/A,N/A,N/A,34.579,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,0,,,,
,Ceiling,First floor - Zone 95,26.866,Project internal floor_Reversed,2.929,78.687,88.2,2369.581,0.17,0.1,180,0,TRUE,225.674,,225.674,,"11,449"
,Partition,Ground Floor - Zone 83,30.975,Project partition,1.639,50.7787,22.5,696.9376,0.13,0.13,180,90,TRUE,83.633,,90.602,,"11,733"
,Partition,Ground Floor - Zone 45,17.71,Project partition,1.639,29.0328,22.5,398.475,0.13,0.13,90,90,TRUE,0,,0,,"6,708"
,Partition,Ground Floor - Zone 83,51.038,Project partition,1.639,83.6688,22.5,1148.355,0.13,0.13,270,90,TRUE,137.803,,149.286,,"19,333"
,Partition,Ground Floor - Zone 40,1.475,Project partition,1.639,2.418,22.5,33.1875,0.13,0.13,0,90,TRUE,0,,0,,559
,Wall,Outside,15.188,Best wall,1.774,26.9449,143.164,2174.375,0.04,0.13,90,90,TRUE,2016.663,,2061.315,,"5,753"
,Wall,Outside,0.885,Best wall,1.774,1.5701,143.164,126.7001,0.04,0.13,0,90,TRUE,117.51,,120.112,,335
,Wall,Outside,18.098,Best wall,1.774,32.1075,143.164,2590.982,0.04,0.13,0.01,90,TRUE,2403.052,,2456.26,,"6,855"
,Partition,Ground Floor - Zone 46,12.523,Project partition,1.639,20.5295,22.5,281.7675,0.13,0.13,90,90,TRUE,33.812,,36.63,,"4,744"
,Partition,Ground Floor - Zone 46,2.95,Project partition,1.639,4.8361,22.5,66.375,0.13,0.13,0,90,TRUE,7.965,,8.629,,"1,117"
,Ground floor,Ground,26.866,Project ground floor,0.25,6.7148,93.96,2524.329,0.01,0.17,0,180,TRUE,1095.382,,1105.612,,"11,449"
,Glazing,Outside,5.612,SageGlass Climatop Blue No Tint,0.687,3.8554,0,0,0.061,0.293,90,90,FALSE,285.426,**,285.426,**,0
,Glazing,Outside,7.567,SageGlass Climatop Blue No Tint,0.687,5.1985,0,0,0.061,0.293,0.01,90,FALSE,384.858,**,384.858,**,0
,,,,,,,,,,,,,,6791.8,,6924.4,,8451.6
Zone,Activity,Floor area (m2),Volume (m3),Heated?,Heating SetPoint Temperature (C),Cooled?,Cooling SetPoint Temperature (C),,,,,,,,,,,
Ground Floor - Zone 46,Generic Office Area,13.451,77.197,TRUE,22,TRUE,24,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Element,Adjacent condition,Area-Nett (m2),Flow path,U-Value (W/K-m2),U-Value*Area (W/K),Km (KJ/m2-K),Km*Area (KJ/K),SROut (m2-K/W),SRIn (m2-K/W),Orientation (deg E of N),Slope (deg),Heavyweight?,Embodied Carbon (kgCO2),Embodied Carbon Flag,Equivalent CO2 (kgCO2),Equivalent CO2 Flag,Cost of Surface Finish (EGP)
,Infiltration,Outside,N/A,N/A,N/A,19.48,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,0,,,,
,Ceiling,First floor - Zone 95,1.062,Project internal floor_Reversed,2.929,3.1105,88.2,93.6684,0.17,0.1,180,0,TRUE,8.921,,8.921,,453
,Ceiling,First floor - Zone 85,13.57,Project internal floor_Reversed,2.929,39.7448,88.2,1196.874,0.17,0.1,180,0,TRUE,113.988,,113.988,,"5,783"
,Partition,Ground Floor - Zone 45,24.338,Project partition,1.639,39.8984,22.5,547.605,0.13,0.13,180,90,TRUE,0,,0,,"9,219"
,Wall,Outside,4.049,Best wall,1.774,7.1833,143.164,579.671,0.04,0.13,90,90,TRUE,537.626,,549.53,,"1,534"
,Partition,Ground Floor - Zone 44,2.95,Project partition,1.639,4.8361,22.5,66.375,0.13,0.13,180,90,TRUE,0,,0,,"1,117"
,Partition,Ground Floor - Zone 44,12.523,Project partition,1.639,20.5295,22.5,281.7675,0.13,0.13,270,90,TRUE,0,,0,,"4,744"
,Wall,Outside,4.34,Best wall,1.774,7.6995,143.164,621.3318,0.04,0.13,270,90,TRUE,576.265,,589.025,,"1,644"
,Partition,Ground Floor - Zone 47,26.41,Project partition,1.639,43.2951,22.5,594.225,0.13,0.13,0.09,90,TRUE,71.307,,77.249,,"10,004"
,Wall,Outside,0.885,Best wall,1.774,1.5701,143.164,126.7001,0.04,0.13,0.09,90,TRUE,117.51,,120.112,,335
,Partition,Ground Floor - Zone 41,13.088,Project partition,1.639,21.4557,22.5,294.48,0.13,0.13,90.03,90,TRUE,0,,0,,"4,958"
,Ground floor,Ground,14.663,Project ground floor,0.25,3.6648,93.96,1377.736,0.01,0.17,0,180,TRUE,597.841,,603.424,,"6,248"
,Glazing,Outside,1.546,SageGlass Climatop Blue No Tint,0.687,1.0621,0,0,0.061,0.293,90,90,FALSE,78.63,**,78.63,**,0
,Glazing,Outside,1.86,SageGlass Climatop Blue No Tint,0.687,1.2778,0,0,0.061,0.293,270,90,FALSE,94.6,**,94.6,**,0
,,,,,,,,,,,,,,2196.7,,2235.5,,4861.6
Zone,Activity,Floor area (m2),Volume (m3),Heated?,Heating SetPoint Temperature (C),Cooled?,Cooling SetPoint Temperature (C),,,,,,,,,,,
Ground Floor - Zone 47,Generic Office Area,7.537,44.466,TRUE,22,TRUE,24,,,,,,,,,,,
